1	2
1	12
1	15
1	23
1	24
1	28
1	30
1	33
1	34
1	35
1	37
1	43
1	44
1	50
1	53
1	55
1	57
1	60
1	71
1	73
1	77
1	78
1	83
1	84
1	88
1	91
1	94
1	96
1	105
1	109
1	113
1	119
1	127
1	129
1	132
1	138
1	151
1	153
1	158
1	160
1	164
1	171
1	174
1	177
1	184
1	185
1	191
2	4
2	9
2	11
2	14
2	17
2	21
2	24
2	25
2	28
2	29
2	31
2	32
2	49
2	50
2	52
2	59
2	66
2	75
2	76
2	86
2	90
2	96
2	97
2	101
2	106
2	108
2	111
2	112
2	117
2	125
2	130
2	139
2	141
2	143
2	152
2	161
2	162
2	165
2	168
2	169
2	176
2	180
2	182
2	195
2	198
2	200
3	4
3	5
3	6
3	7
3	8
3	10
3	12
3	18
3	19
3	20
3	22
3	23
3	25
3	26
3	27
3	33
3	36
3	38
3	39
3	51
3	54
3	58
3	59
3	62
3	64
3	65
3	74
3	75
3	80
3	85
3	86
3	89
3	91
3	95
3	99
3	102
3	104
3	106
3	107
3	115
3	117
3	141
3	178
3	183
3	190
3	195
4	5
4	6
4	7
4	8
4	10
4	12
4	15
4	19
4	20
4	22
4	23
4	26
4	36
4	37
4	39
4	40
4	47
4	55
4	56
4	64
4	65
4	71
4	79
4	85
4	86
4	91
4	92
4	102
4	103
4	104
4	106
4	111
4	113
4	115
4	124
4	130
4	134
4	146
4	148
4	152
4	157
4	186
4	189
5	6
5	7
5	10
5	12
5	16
5	20
5	21
5	23
5	25
5	26
5	27
5	36
5	37
5	38
5	43
5	45
5	46
5	50
5	55
5	56
5	58
5	60
5	62
5	63
5	65
5	70
5	75
5	91
5	102
5	107
5	113
5	114
5	115
5	120
5	122
5	134
5	135
5	144
5	149
5	159
5	160
5	186
5	194
6	7
6	8
6	10
6	11
6	12
6	18
6	19
6	20
6	22
6	23
6	24
6	25
6	32
6	33
6	36
6	38
6	44
6	46
6	55
6	56
6	57
6	63
6	64
6	65
6	68
6	69
6	79
6	80
6	82
6	85
6	89
6	99
6	113
6	117
6	121
6	144
6	146
6	150
6	156
6	157
6	164
7	8
7	10
7	11
7	16
7	18
7	20
7	22
7	23
7	25
7	27
7	35
7	38
7	39
7	42
7	46
7	55
7	59
7	62
7	63
7	67
7	70
7	75
7	80
7	89
7	91
7	98
7	101
7	103
7	107
7	109
7	120
7	121
7	136
7	143
7	144
7	155
7	157
7	181
7	186
8	10
8	18
8	20
8	22
8	25
8	26
8	27
8	31
8	34
8	40
8	48
8	55
8	56
8	57
8	58
8	61
8	63
8	74
8	76
8	85
8	86
8	93
8	102
8	103
8	105
8	115
8	117
8	120
8	122
8	155
8	162
8	169
8	173
8	182
8	193
8	195
8	197
9	15
9	16
9	18
9	20
9	27
9	28
9	30
9	37
9	40
9	41
9	42
9	45
9	49
9	50
9	53
9	58
9	61
9	69
9	72
9	82
9	88
9	90
9	91
9	95
9	97
9	105
9	116
9	132
9	133
9	138
9	140
9	147
9	150
9	153
9	154
9	177
9	184
9	190
9	194
10	12
10	18
10	23
10	27
10	34
10	38
10	46
10	53
10	58
10	62
10	63
10	70
10	75
10	79
10	92
10	99
10	104
10	106
10	107
10	113
10	114
10	117
10	120
10	122
10	144
10	145
10	149
10	163
10	166
10	170
10	175
10	186
10	189
11	14
11	18
11	21
11	29
11	31
11	32
11	35
11	38
11	41
11	48
11	49
11	52
11	59
11	62
11	76
11	98
11	101
11	110
11	112
11	118
11	125
11	137
11	139
11	141
11	143
11	159
11	162
11	165
11	169
11	176
11	177
11	180
11	183
11	186
11	187
12	17
12	18
12	19
12	22
12	24
12	27
12	38
12	39
12	46
12	56
12	62
12	64
12	65
12	80
12	85
12	90
12	91
12	92
12	99
12	105
12	113
12	121
12	122
12	135
12	157
12	166
12	168
12	173
12	181
12	188
12	200
13	14
13	17
13	24
13	29
13	30
13	31
13	32
13	36
13	37
13	48
13	49
13	50
13	52
13	59
13	65
13	87
13	95
13	97
13	108
13	111
13	112
13	126
13	136
13	137
13	139
13	141
13	143
13	152
13	159
13	170
13	175
13	176
13	181
13	191
14	21
14	26
14	29
14	31
14	46
14	47
14	48
14	49
14	52
14	58
14	59
14	65
14	97
14	101
14	109
14	111
14	131
14	137
14	141
14	161
14	165
14	169
14	170
14	175
14	176
14	177
14	181
14	188
14	191
15	16
15	24
15	28
15	30
15	31
15	34
15	35
15	36
15	40
15	45
15	47
15	48
15	50
15	51
15	60
15	68
15	72
15	100
15	116
15	123
15	133
15	171
15	179
15	184
15	188
15	190
15	193
15	196
15	199
16	19
16	27
16	30
16	33
16	34
16	37
16	43
16	45
16	47
16	52
16	54
16	77
16	78
16	82
16	93
16	94
16	96
16	100
16	109
16	111
16	123
16	127
16	133
16	151
16	158
16	161
16	195
17	21
17	28
17	29
17	31
17	32
17	34
17	48
17	71
17	76
17	81
17	89
17	97
17	101
17	110
17	111
17	113
17	115
17	118
17	137
17	145
17	152
17	165
17	169
17	170
17	177
17	192
17	198
17	200
18	20
18	21
18	26
18	27
18	38
18	41
18	46
18	51
18	58
18	62
18	63
18	64
18	77
18	80
18	85
18	98
18	107
18	113
18	114
18	120
18	121
18	141
18	196
19	20
19	27
19	36
19	43
19	52
19	61
19	62
19	63
19	64
19	67
19	70
19	71
19	73
19	89
19	98
19	103
19	106
19	110
19	113
19	114
19	134
19	149
19	160
19	166
19	169
20	22
20	23
20	27
20	36
20	48
20	50
20	62
20	64
20	71
20	78
20	91
20	92
20	106
20	118
20	128
20	135
20	139
20	162
20	163
20	179
20	183
21	27
21	41
21	42
21	48
21	52
21	54
21	59
21	76
21	101
21	109
21	112
21	125
21	126
21	131
21	139
21	141
21	144
21	145
21	152
21	167
21	168
21	192
21	198
21	200
22	27
22	36
22	42
22	46
22	51
22	59
22	65
22	68
22	70
22	79
22	90
22	92
22	99
22	103
22	120
22	121
22	128
22	148
22	151
22	156
22	189
22	197
23	26
23	35
23	38
23	39
23	46
23	56
23	61
23	62
23	71
23	75
23	78
23	89
23	98
23	105
23	117
23	124
23	135
23	137
23	145
23	148
24	28
24	33
24	34
24	40
24	41
24	42
24	43
24	47
24	48
24	57
24	60
24	66
24	68
24	77
24	88
24	94
24	100
24	107
24	138
24	174
24	193
25	26
25	27
25	30
25	35
25	36
25	39
25	45
25	63
25	64
25	65
25	67
25	72
25	79
25	85
25	106
25	118
25	121
25	130
25	132
25	135
25	149
26	27
26	35
26	39
26	46
26	58
26	63
26	64
26	67
26	79
26	86
26	98
26	110
26	121
26	124
26	130
26	149
26	157
26	188
27	49
27	57
27	64
27	70
27	74
27	86
27	112
27	115
27	122
27	123
27	144
28	29
28	34
28	42
28	43
28	45
28	51
28	54
28	66
28	73
28	94
28	99
28	100
28	119
28	131
28	133
28	138
28	163
28	171
28	172
28	190
29	35
29	61
29	74
29	87
29	90
29	111
29	118
29	125
29	126
29	130
29	131
29	145
29	158
29	162
29	165
29	170
29	175
29	180
29	191
29	199
30	37
30	44
30	45
30	47
30	53
30	54
30	68
30	69
30	72
30	75
30	77
30	81
30	84
30	93
30	95
30	109
30	138
30	145
30	160
30	193
31	43
31	48
31	52
31	81
31	101
31	108
31	112
31	126
31	129
31	136
31	144
31	145
31	150
31	165
31	168
31	176
31	191
31	198
32	48
32	49
32	59
32	75
32	76
32	81
32	87
32	106
32	126
32	127
32	141
32	161
32	168
32	171
32	176
32	179
32	181
32	185
32	192
33	37
33	38
33	43
33	44
33	50
33	53
33	72
33	73
33	84
33	96
33	110
33	124
33	127
33	140
33	170
33	178
33	180
33	187
33	192
34	36
34	54
34	57
34	60
34	69
34	82
34	84
34	93
34	94
34	119
34	123
34	140
34	147
34	159
34	171
34	197
35	37
35	38
35	56
35	62
35	64
35	67
35	80
35	98
35	114
35	122
35	124
35	135
35	155
35	166
35	197
36	38
36	41
36	42
36	62
36	70
36	85
36	92
36	106
36	166
36	173
36	182
36	183
37	42
37	45
37	66
37	68
37	78
37	83
37	84
37	96
37	105
37	116
37	119
37	127
37	179
37	183
38	39
38	74
38	80
38	96
38	104
38	107
38	134
38	146
38	149
38	172
38	173
39	60
39	61
39	67
39	71
39	74
39	89
39	91
39	102
39	103
39	115
39	124
39	134
39	156
39	163
40	50
40	53
40	72
40	78
40	81
40	93
40	96
40	121
40	129
40	133
40	142
40	148
40	171
40	172
40	182
40	184
40	187
41	44
41	53
41	57
41	60
41	68
41	69
41	83
41	89
41	95
41	109
41	119
41	138
41	158
41	172
41	174
41	179
42	47
42	50
42	55
42	67
42	68
42	88
42	108
42	151
42	158
42	160
42	171
42	179
42	184
42	196
43	44
43	51
43	53
43	65
43	73
43	82
43	105
43	123
43	133
43	142
43	155
43	178
43	192
44	51
44	54
44	60
44	69
44	73
44	77
44	82
44	92
44	97
44	100
44	133
44	166
44	182
44	185
44	196
45	53
45	55
45	57
45	68
45	72
45	73
45	88
45	96
45	119
45	130
45	133
45	153
45	187
46	63
46	65
46	89
46	92
46	103
46	107
46	119
46	120
46	128
46	173
46	197
47	51
47	54
47	57
47	77
47	93
47	95
47	116
47	124
47	132
47	154
47	178
47	182
47	183
47	199
48	68
48	70
48	101
48	108
48	126
48	139
48	143
48	177
48	180
48	192
49	81
49	101
49	108
49	137
49	143
49	157
49	159
49	162
49	165
49	167
49	170
49	177
49	200
50	90
50	93
50	94
50	95
50	114
50	116
50	129
50	156
50	185
50	187
51	52
51	53
51	60
51	71
51	95
51	100
51	123
51	138
51	150
51	171
51	174
51	194
52	59
52	70
52	87
52	95
52	102
52	108
52	125
52	152
52	167
52	170
52	175
53	59
53	83
53	84
53	105
53	127
53	139
53	140
53	155
53	178
53	194
54	73
54	138
54	151
54	153
54	154
54	168
54	184
54	187
54	190
54	192
54	199
55	58
55	63
55	72
55	91
55	98
55	124
55	155
55	156
55	163
55	173
55	184
56	58
56	61
56	65
56	79
56	80
56	82
56	85
56	120
56	123
56	157
56	163
56	173
57	64
57	66
57	78
57	116
57	128
57	132
57	150
57	193
57	194
57	199
58	61
58	74
58	83
58	85
58	86
58	148
58	149
58	163
58	189
59	76
59	81
59	97
59	108
59	126
59	132
59	175
59	181
60	66
60	68
60	95
60	98
60	119
60	132
60	172
60	174
60	194
60	196
61	67
61	71
61	89
61	106
61	115
61	117
61	135
61	149
61	178
61	189
62	91
62	99
62	131
62	144
62	155
62	172
63	67
63	74
63	91
63	107
63	128
63	149
63	160
64	80
64	82
64	86
64	104
64	123
64	144
65	75
65	99
65	103
65	119
65	120
65	163
66	77
66	78
66	82
66	88
66	100
66	105
66	112
66	120
66	140
66	150
66	153
66	185
67	75
67	86
67	89
67	114
67	117
67	132
67	144
67	146
67	156
68	105
68	122
68	129
68	140
68	154
68	166
68	178
69	82
69	84
69	90
69	93
69	105
69	133
69	142
69	153
69	164
69	175
69	184
69	193
70	74
70	75
70	87
70	101
70	102
70	107
70	114
70	144
71	74
71	75
71	86
71	104
71	113
71	135
71	183
71	184
72	73
72	83
72	93
72	102
72	140
72	142
72	154
72	182
72	199
73	127
73	132
73	151
73	154
73	163
73	174
73	178
73	191
74	86
74	106
74	108
74	122
74	128
74	134
74	166
75	79
75	117
75	131
75	134
75	197
76	81
76	84
76	87
76	111
76	126
76	154
76	162
76	167
76	176
76	198
77	80
77	82
77	88
77	100
77	106
77	113
77	129
77	147
78	96
78	122
78	147
78	153
78	156
78	158
78	164
78	179
79	98
79	103
79	106
79	107
79	112
79	144
79	151
79	155
80	92
80	93
80	97
80	102
80	122
80	150
81	84
81	110
81	112
81	130
81	152
81	153
81	175
81	180
82	132
82	150
82	164
82	194
82	199
83	84
83	90
